   1.3609632e-01   1.9114142e+00   2.6188391e-01
   1.3792886e-01   1.7136296e+00   2.3633958e-01
   1.3975493e-01   1.5304255e+00   2.1386765e-01
   1.4157482e-01   1.3589836e+00   1.9238326e-01
   1.4338877e-01   1.1997798e+00   1.7202239e-01
   1.4519705e-01   1.0530616e+00   1.5289069e-01
   1.4699989e-01   9.1885261e-01   1.3506209e-01
   1.4879754e-01   7.9700915e-01   1.1858526e-01
   1.5059019e-01   6.8719283e-01   1.0347799e-01
   1.5237808e-01   5.8895734e-01   8.9738730e-02
   1.5416138e-01   5.0171382e-01   7.7340355e-02
   1.5594031e-01   4.2479129e-01   6.6238326e-02
   1.5771504e-01   3.5746203e-01   5.6374044e-02
   1.5948575e-01   2.9895686e-01   4.7676826e-02
   1.6125260e-01   2.4847956e-01   4.0065918e-02
   1.6301577e-01   2.0523906e-01   3.3455541e-02
   1.6477542e-01   1.6846840e-01   2.7758114e-02
   1.6653169e-01   1.3742344e-01   2.2884288e-02
   1.6828472e-01   1.1139091e-01   1.8744539e-02
   1.7003466e-01   8.9718572e-02   1.5254597e-02
   1.7178166e-01   7.1804284e-02   1.2334133e-02
   1.7352582e-01   5.7108753e-02   9.9094329e-03
   1.7526729e-01   4.5127588e-02   7.9090719e-03
   1.7700618e-01   3.5432751e-02   6.2715706e-03
   1.7874260e-01   2.7644353e-02   4.9410360e-03
   1.8047669e-01   2.1425671e-02   3.8666912e-03
   1.8220854e-01   1.6501181e-02   3.0065480e-03
   1.8393826e-01   1.2627937e-02   2.3226795e-03
   1.8566595e-01   9.6019583e-03   1.7826961e-03
   1.8739172e-01   7.2527858e-03   1.3590670e-03
   1.8911566e-01   5.4437663e-03   1.0294682e-03
   1.9083786e-01   4.0606918e-03   7.7490939e-04
   1.9255842e-01   3.0061936e-03   5.7885017e-04
   1.9427743e-01   2.2115262e-03   4.2963679e-04
   1.9599496e-01   1.6192523e-03   3.1735606e-04
   1.9771111e-01   1.1775021e-03   2.3279865e-04
   1.9942596e-01   8.4585995e-04   1.6868176e-04
   2.0113957e-01   6.0710724e-04   1.2210999e-04
   2.0285204e-01   4.3226106e-04   8.7682723e-05
   2.0456343e-01   3.0393542e-04   6.2172471e-05
   2.0627382e-01   2.1638421e-04   4.4633274e-05
   2.0798327e-01   1.5213369e-04   3.1640485e-05
   2.0969186e-01   1.0537453e-04   2.2095651e-05
   2.1139966e-01   7.0281076e-05   1.4857047e-05
   2.1310672e-01   4.6873291e-05   9.9887843e-06
   2.1481312e-01   3.5168101e-05   7.5544000e-06
   2.1651891e-01   2.3453290e-05   5.0779694e-06
   2.1822415e-01   1.7595306e-05   3.8396384e-06
   2.1992891e-01   1.1733354e-05   2.5804495e-06
   2.2163324e-01   5.8680526e-06   1.3005288e-06
   2.2333719e-01   5.8692404e-06   1.3107933e-06
   2.2504083e-01   5.8702399e-06   1.3210177e-06
   2.2674421e-01   0.0000000e+00   0.0000000e+00
   2.2844738e-01   0.0000000e+00   0.0000000e+00
   2.3015038e-01   0.0000000e+00   0.0000000e+00
   2.3185328e-01   0.0000000e+00   0.0000000e+00
   2.3355611e-01   0.0000000e+00   0.0000000e+00
   2.3525894e-01   0.0000000e+00   0.0000000e+00
   2.3696180e-01   0.0000000e+00   0.0000000e+00
   2.3866474e-01   0.0000000e+00   0.0000000e+00
   2.4036781e-01   0.0000000e+00   0.0000000e+00
   2.4207105e-01   0.0000000e+00   0.0000000e+00
   2.4377450e-01   0.0000000e+00   0.0000000e+00
   2.4547821e-01   0.0000000e+00   0.0000000e+00
   2.4718222e-01   0.0000000e+00   0.0000000e+00
   2.4888656e-01   0.0000000e+00   0.0000000e+00
   2.5059129e-01   0.0000000e+00   0.0000000e+00
   2.5229643e-01   0.0000000e+00   0.0000000e+00
   2.5400203e-01   0.0000000e+00   0.0000000e+00
   2.5570813e-01   0.0000000e+00   0.0000000e+00
   2.5741476e-01   0.0000000e+00   0.0000000e+00
   2.5912196e-01   0.0000000e+00   0.0000000e+00
   2.6082976e-01   0.0000000e+00   0.0000000e+00
   2.6253820e-01   0.0000000e+00   0.0000000e+00
   2.6424732e-01   0.0000000e+00   0.0000000e+00
   2.6595715e-01   0.0000000e+00   0.0000000e+00
   2.6766772e-01   0.0000000e+00   0.0000000e+00
   2.6937907e-01   0.0000000e+00   0.0000000e+00
   2.7109122e-01   0.0000000e+00   0.0000000e+00
   2.7280421e-01   0.0000000e+00   0.0000000e+00
   2.7451807e-01   0.0000000e+00   0.0000000e+00
   2.7623284e-01   0.0000000e+00   0.0000000e+00
   2.7794854e-01   0.0000000e+00   0.0000000e+00
   2.7966520e-01   0.0000000e+00   0.0000000e+00
   2.8138285e-01   0.0000000e+00   0.0000000e+00
   2.8310152e-01   0.0000000e+00   0.0000000e+00
   2.8482125e-01   0.0000000e+00   0.0000000e+00
   2.8654205e-01   0.0000000e+00   0.0000000e+00
   2.8826395e-01   0.0000000e+00   0.0000000e+00
   2.8998699e-01   0.0000000e+00   0.0000000e+00
   2.9171119e-01   0.0000000e+00   0.0000000e+00
   2.9343658e-01   0.0000000e+00   0.0000000e+00
   2.9516318e-01   0.0000000e+00   0.0000000e+00
   2.9689102e-01   0.0000000e+00   0.0000000e+00
   2.9862012e-01   0.0000000e+00   0.0000000e+00
   3.0035052e-01   0.0000000e+00   0.0000000e+00
   3.0208223e-01   0.0000000e+00   0.0000000e+00
   3.0381528e-01   0.0000000e+00   0.0000000e+00
   3.0554969e-01   0.0000000e+00   0.0000000e+00
   3.0728549e-01   0.0000000e+00   0.0000000e+00
   3.0902270e-01   0.0000000e+00   0.0000000e+00
   3.1076135e-01   0.0000000e+00   0.0000000e+00
   3.1250145e-01   0.0000000e+00   0.0000000e+00
   3.1424304e-01   0.0000000e+00   0.0000000e+00
   3.1598613e-01   0.0000000e+00   0.0000000e+00
   3.1773075e-01   0.0000000e+00   0.0000000e+00
   3.1947692e-01   0.0000000e+00   0.0000000e+00
   3.2122465e-01   0.0000000e+00   0.0000000e+00
   3.2297398e-01   0.0000000e+00   0.0000000e+00
   3.2472492e-01   0.0000000e+00   0.0000000e+00
   3.2647750e-01   0.0000000e+00   0.0000000e+00
   3.2823173e-01   0.0000000e+00   0.0000000e+00
   3.2998764e-01   0.0000000e+00   0.0000000e+00
   3.3174525e-01   0.0000000e+00   0.0000000e+00
   3.3350457e-01   0.0000000e+00   0.0000000e+00
   3.3526563e-01   0.0000000e+00   0.0000000e+00
   3.3702845e-01   0.0000000e+00   0.0000000e+00
   3.3879304e-01   0.0000000e+00   0.0000000e+00
   3.4055943e-01   0.0000000e+00   0.0000000e+00
   3.4232764e-01   0.0000000e+00   0.0000000e+00
   3.4409769e-01   0.0000000e+00   0.0000000e+00
   3.4586958e-01   0.0000000e+00   0.0000000e+00
   3.4764336e-01   0.0000000e+00   0.0000000e+00
   3.4941902e-01   0.0000000e+00   0.0000000e+00
   3.5119659e-01   0.0000000e+00   0.0000000e+00
   3.5297610e-01   0.0000000e+00   0.0000000e+00
   3.5475754e-01   0.0000000e+00   0.0000000e+00
   3.5654096e-01   0.0000000e+00   0.0000000e+00
   3.5832636e-01   0.0000000e+00   0.0000000e+00
   3.6011376e-01   0.0000000e+00   0.0000000e+00
   3.6190318e-01   0.0000000e+00   0.0000000e+00
   3.6369463e-01   0.0000000e+00   0.0000000e+00
   3.6548814e-01   0.0000000e+00   0.0000000e+00
   3.6728372e-01   0.0000000e+00   0.0000000e+00
   3.6908139e-01   0.0000000e+00   0.0000000e+00
   3.7088116e-01   0.0000000e+00   0.0000000e+00
   3.7268306e-01   0.0000000e+00   0.0000000e+00
   3.7448709e-01   0.0000000e+00   0.0000000e+00
   3.7629328e-01   0.0000000e+00   0.0000000e+00
   3.7810164e-01   0.0000000e+00   0.0000000e+00
   3.7991219e-01   0.0000000e+00   0.0000000e+00
   3.8172495e-01   0.0000000e+00   0.0000000e+00
   3.8353992e-01   0.0000000e+00   0.0000000e+00
   3.8535714e-01   0.0000000e+00   0.0000000e+00
   3.8717660e-01   0.0000000e+00   0.0000000e+00
   3.8899834e-01   0.0000000e+00   0.0000000e+00
   3.9082236e-01   0.0000000e+00   0.0000000e+00
   3.9264868e-01   0.0000000e+00   0.0000000e+00
   3.9447732e-01   0.0000000e+00   0.0000000e+00
   3.9630829e-01   0.0000000e+00   0.0000000e+00
   3.9814161e-01   0.0000000e+00   0.0000000e+00
   3.9997730e-01   0.0000000e+00   0.0000000e+00
   4.0181536e-01   0.0000000e+00   0.0000000e+00
   4.0365581e-01   0.0000000e+00   0.0000000e+00
   4.0549868e-01   0.0000000e+00   0.0000000e+00
   4.0734396e-01   0.0000000e+00   0.0000000e+00
   4.0919169e-01   0.0000000e+00   0.0000000e+00
   4.1104187e-01   0.0000000e+00   0.0000000e+00
   4.1289452e-01   0.0000000e+00   0.0000000e+00
   4.1474966e-01   0.0000000e+00   0.0000000e+00
   4.1660729e-01   0.0000000e+00   0.0000000e+00
   4.1846743e-01   0.0000000e+00   0.0000000e+00
   4.2033011e-01   0.0000000e+00   0.0000000e+00
   4.2219532e-01   0.0000000e+00   0.0000000e+00
   4.2406310e-01   0.0000000e+00   0.0000000e+00
   4.2593344e-01   0.0000000e+00   0.0000000e+00
   4.2780637e-01   0.0000000e+00   0.0000000e+00
   4.2968190e-01   0.0000000e+00   0.0000000e+00
   4.3156005e-01   0.0000000e+00   0.0000000e+00
   4.3344082e-01   0.0000000e+00   0.0000000e+00
   4.3532424e-01   0.0000000e+00   0.0000000e+00
   4.3721031e-01   0.0000000e+00   0.0000000e+00
   4.3909906e-01   0.0000000e+00   0.0000000e+00
   4.4099049e-01   0.0000000e+00   0.0000000e+00
   4.4288462e-01   0.0000000e+00   0.0000000e+00
   4.4478146e-01   0.0000000e+00   0.0000000e+00
   4.4668103e-01   0.0000000e+00   0.0000000e+00
   4.4858334e-01   0.0000000e+00   0.0000000e+00
   4.5048840e-01   0.0000000e+00   0.0000000e+00
   4.5239624e-01   0.0000000e+00   0.0000000e+00
   4.5430685e-01   0.0000000e+00   0.0000000e+00
   4.5622027e-01   0.0000000e+00   0.0000000e+00
   4.5813649e-01   0.0000000e+00   0.0000000e+00
   4.6005553e-01   0.0000000e+00   0.0000000e+00
   4.6197742e-01   0.0000000e+00   0.0000000e+00
   4.6390215e-01   0.0000000e+00   0.0000000e+00
   4.6582974e-01   0.0000000e+00   0.0000000e+00
   4.6776022e-01   0.0000000e+00   0.0000000e+00
   4.6969358e-01   0.0000000e+00   0.0000000e+00
   4.7162985e-01   0.0000000e+00   0.0000000e+00
   4.7356904e-01   0.0000000e+00   0.0000000e+00
   4.7551116e-01   0.0000000e+00   0.0000000e+00
   4.7745623e-01   0.0000000e+00   0.0000000e+00
   4.7940425e-01   0.0000000e+00   0.0000000e+00
   4.8135524e-01   0.0000000e+00   0.0000000e+00
   4.8330922e-01   0.0000000e+00   0.0000000e+00
   4.8526620e-01   0.0000000e+00   0.0000000e+00
   4.8722619e-01   0.0000000e+00   0.0000000e+00
   4.8918920e-01   0.0000000e+00   0.0000000e+00
   4.9115525e-01   0.0000000e+00   0.0000000e+00
   4.9312435e-01   0.0000000e+00   0.0000000e+00
   4.9509652e-01   0.0000000e+00   0.0000000e+00
   4.9707176e-01   0.0000000e+00   0.0000000e+00
   4.9905010e-01   0.0000000e+00   0.0000000e+00
   5.0103154e-01   0.0000000e+00   0.0000000e+00
   5.0301609e-01   0.0000000e+00   0.0000000e+00
   5.0500378e-01   0.0000000e+00   0.0000000e+00
   5.0699461e-01   0.0000000e+00   0.0000000e+00
   5.0898859e-01   0.0000000e+00   0.0000000e+00
   5.1098575e-01   0.0000000e+00   0.0000000e+00
   5.1298609e-01   0.0000000e+00   0.0000000e+00
   5.1498962e-01   0.0000000e+00   0.0000000e+00
   5.1699636e-01   0.0000000e+00   0.0000000e+00
   5.1900633e-01   0.0000000e+00   0.0000000e+00
   5.2101953e-01   0.0000000e+00   0.0000000e+00
   5.2303598e-01   0.0000000e+00   0.0000000e+00
   5.2505568e-01   0.0000000e+00   0.0000000e+00
   5.2707867e-01   0.0000000e+00   0.0000000e+00
   5.2910494e-01   0.0000000e+00   0.0000000e+00
   5.3113451e-01   0.0000000e+00   0.0000000e+00
   5.3316739e-01   0.0000000e+00   0.0000000e+00
   5.3520360e-01   0.0000000e+00   0.0000000e+00
   5.3724315e-01   0.0000000e+00   0.0000000e+00
   5.3928605e-01   0.0000000e+00   0.0000000e+00
   5.4133232e-01   0.0000000e+00   0.0000000e+00
   5.4338196e-01   0.0000000e+00   0.0000000e+00
   5.4543500e-01   0.0000000e+00   0.0000000e+00
   5.4749144e-01   0.0000000e+00   0.0000000e+00
   5.4955130e-01   0.0000000e+00   0.0000000e+00
   5.5161459e-01   0.0000000e+00   0.0000000e+00
   5.5368132e-01   0.0000000e+00   0.0000000e+00
   5.5575151e-01   0.0000000e+00   0.0000000e+00
   5.5782517e-01   0.0000000e+00   0.0000000e+00
   5.5990231e-01   0.0000000e+00   0.0000000e+00
   5.6198295e-01   0.0000000e+00   0.0000000e+00
   5.6406710e-01   0.0000000e+00   0.0000000e+00
   5.6615477e-01   0.0000000e+00   0.0000000e+00
   5.6824598e-01   0.0000000e+00   0.0000000e+00
   5.7034073e-01   0.0000000e+00   0.0000000e+00
   5.7243905e-01   0.0000000e+00   0.0000000e+00
   5.7454094e-01   0.0000000e+00   0.0000000e+00
   5.7664642e-01   0.0000000e+00   0.0000000e+00
   5.7875550e-01   0.0000000e+00   0.0000000e+00
   5.8086819e-01   0.0000000e+00   0.0000000e+00
   5.8298452e-01   0.0000000e+00   0.0000000e+00
   5.8510448e-01   0.0000000e+00   0.0000000e+00
   5.8722810e-01   0.0000000e+00   0.0000000e+00
   5.8935538e-01   0.0000000e+00   0.0000000e+00
   5.9148634e-01   0.0000000e+00   0.0000000e+00
   5.9362100e-01   0.0000000e+00   0.0000000e+00
   5.9575937e-01   0.0000000e+00   0.0000000e+00
   5.9790145e-01   0.0000000e+00   0.0000000e+00
   6.0004727e-01   0.0000000e+00   0.0000000e+00
   6.0219684e-01   0.0000000e+00   0.0000000e+00
   6.0435016e-01   0.0000000e+00   0.0000000e+00
   6.0650726e-01   0.0000000e+00   0.0000000e+00
   6.0866815e-01   0.0000000e+00   0.0000000e+00
   6.1083283e-01   0.0000000e+00   0.0000000e+00
   6.1300134e-01   0.0000000e+00   0.0000000e+00
   6.1517367e-01   0.0000000e+00   0.0000000e+00
   6.1734983e-01   0.0000000e+00   0.0000000e+00
   6.1952986e-01   0.0000000e+00   0.0000000e+00
   6.2171375e-01   0.0000000e+00   0.0000000e+00
   6.2390152e-01   0.0000000e+00   0.0000000e+00
   6.2609319e-01   0.0000000e+00   0.0000000e+00
   6.2828877e-01   4.5505468e-06   2.8590547e-06
   6.3048827e-01   4.5424254e-06   2.8639432e-06
   6.3269170e-01   4.5343058e-06   2.8688150e-06
   6.3489908e-01   9.0523707e-06   5.7473366e-06
   6.3711043e-01   1.3554198e-05   8.6355134e-06
   6.3932576e-01   2.2549746e-05   1.4416621e-05
   6.4154507e-01   3.6014665e-05   2.3105011e-05
   6.4376839e-01   5.3924611e-05   3.4714930e-05
   6.4599573e-01   7.6255260e-05   4.9260530e-05
